,title,rating,pick_or_not,byline,headline,pub_date,open_date
194,The Oscar Nominated Short Films 2019: Live Action,,0,BILGE EBIRI,"‘The 2019 Oscar Nominated Short Films’ Review: Heartbreak, Abbreviated",2019-02-06,2019-02-08
195,The Lego Movie 2: The Second Part,PG,0,MANOHLA DARGIS,‘The Lego Movie 2: The Second Part’ Review: Everything Is Not Awesome. Everything Is an Ad.,2019-02-06,2019-02-08
196,Lords of Chaos,R,0,MANOHLA DARGIS,‘Lords of Chaos’ Review: Where Anomie and Speed Metal Meet Doom,2019-02-06,
197,Everybody Knows,R,0,A.O. SCOTT,‘Everybody Knows’ Review: Penélope Cruz’s Homecoming Turns Frantic,2019-02-06,2019-02-08
198,Dear Ex,,0,KAREN HAN,‘Dear Ex’ Review: Heartbreaking and Heartwarming Family Dysfunction,2019-02-06,
199,I diari di Angela - Noi due cineasti,,0,GLENN KENNY,‘Angela’s Diaries’ Review: A Tender Journey Through Memory,2019-02-06,
200,Cold Pursuit,R,0,A.O. SCOTT,‘Cold Pursuit’ Review: Liam Neeson Is a Killer Snowplow Driver,2019-02-05,2019-02-08
201,Ek Ladki Ko Dekha Toh Aisa Laga,,0,RACHEL SALTZ,"Review: A Lesbian Romantic Comedy, Sort of, by Way of Bollywood",2019-02-01,2019-02-01
202,Daughter of Mine,,1,JEANNETTE CATSOULIS,‘Daughter of Mine’ Review: Lessons in Imperfect Parenting,2019-01-31,2019-02-01
203,Polar,,0,CHRIS VOGNAR,"‘Polar’ Review: A Hit Man’s Redemption Gets Mired in Toxic, Wintry Sludge",2019-01-31,2019-01-25
204,Miss Bala,PG-13,0,A.O. SCOTT,‘Miss Bala’ Review: Gina Rodriguez Finds the Wrong Place at the Wrong Time,2019-01-31,2019-02-01
205,Piercing,R,0,GLENN KENNY,‘Piercing’ Review: A Killer Romance,2019-01-31,2019-02-01
206,Braid,R,0,GLENN KENNY,‘Braid’ Review: Childhood Friends Play a Dangerous Game in This Jumpy Thriller,2019-01-31,
207,Arctic,PG-13,0,BEN KENIGSBERG,‘Arctic’ Review: Madness in a Frozen Wasteland,2019-01-31,2019-02-01
208,The Unicorn,,0,JEANNETTE CATSOULIS,"‘The Unicorn’ Review: Two’s Company, Three’s a Comedy",2019-01-31,2019-02-01
209,They Shall Not Grow Old,R,0,BEN KENIGSBERG,"‘They Shall Not Grow Old’ Review: World War I, in Living Color",2019-01-31,2019-02-01
210,Outlaws,R,0,JEANNETTE CATSOULIS,‘Outlaws’ Review: Uneasy Riders.,2019-01-31,
211,Velvet Buzzsaw,R,1,GLENN KENNY,‘Velvet Buzzsaw’ Review: Art Snobs Get a Gory Comeuppance,2019-01-30,2019-02-01
212,The Wild Pear Tree,,0,A.O. SCOTT,‘The Wild Pear Tree’ Review: A Gambler and a Writer at Odds,2019-01-29,2019-01-30
213,The Gandhi Murder,Not Rated,0,BEN KENIGSBERG,‘The Gandhi Murder’ Review: A Muddled Conspiracy Thriller,2019-01-29,2018-06-28
214,Soni,,0,ELISABETH VINCENTELLI,‘Soni’ Review: Two Delhi Policewomen Struggle Against Misogyny,2019-01-25,2019-01-18
215,Never Fear,,1,MANOHLA DARGIS,"Review: Revisiting a Film from Ida Lupino, Hollywood Star Turned Director",2019-01-24,1950-01-01
216,Never Look Away,R,0,A.O. SCOTT,"‘Never Look Away’ Review: A Lush Adventure in Sex, Politics and Painting",2019-01-24,
217,Serenity,R,0,WESLEY MORRIS,"‘Serenity’ Review: Matthew McConaughey, Anne Hathaway and One Very Bad Mess",2019-01-24,2019-01-25
218,The Kid Who Would Be King,PG,0,BILGE EBIRI,‘The Kid Who Would Be King’ Review: Cult Director Waxes Arthurian,2019-01-24,2019-01-25
219,The Invisibles,,0,JEANNETTE CATSOULIS,‘The Invisibles’ Review: On the Run and in Plain Sight in World War II,2019-01-24,
220,Heartlock,,0,GLENN KENNY,‘Heartlock’ Review: A Prison Kingpin Steals the Show in This Hackneyed Drama,2019-01-24,2019-01-23
221,Tito and the Birds,,0,BEN KENIGSBERG,‘Tito and the Birds’ Review: Pigeons Carrying a Message,2019-01-24,
222,Jihadists,,0,BEN KENIGSBERG,"‘Jihadists’ Review: Interviewing, but Not Challenging, Islamic Extremists",2019-01-24,2019-01-25
223,The Image Book,,1,A.O. SCOTT,"‘The Image Book’ Review: Godard Looks at Violence, and Movies",2019-01-23,2019-01-25
224,IO,,0,SCOTT TOBIAS,‘IO’ Review: It’s Eve or Oblivion for the Last Woman on Earth,2019-01-23,2019-01-18
225,King of Thieves,R,0,JEANNETTE CATSOULIS,‘King of Thieves’ Review: Michael Caine Leads a Crew of Artful Codgers,2019-01-23,2019-01-25
226,The 5 Browns,,1,GLENN KENNY,‘The 5 Browns’ Review: United by Music and Scarred by Sexual Abuse,2019-01-22,2019-01-23
227,Who Will Write Our History,,1,KEN JAWOROWSKI,‘Who Will Write Our History’ Review: A Vital Holocaust Documentary,2019-01-17,2018-07-21
228,Don't Come Back from the Moon,,1,JEANNETTE CATSOULIS,"‘Don’t Come Back From the Moon’ Review: When Men Leave, Children Grow Up.",2019-01-17,2019-01-18
229,Solo,,0,SEAN T. COLLINS,"‘Solo’ Review: Alone, Like All the Others",2019-01-17,
230,Glass,PG-13,0,MANOHLA DARGIS,‘Glass’ Movie Review: A Nutty Ride With M. Night Shyamalan,2019-01-17,2019-01-18
231,The Standoff at Sparrow Creek,Not Rated,0,BEN KENIGSBERG,‘The Standoff at Sparrow Creek’ Review: Finding the Killer in a Warehouse Full of Guns,2019-01-17,2019-01-18
232,An Acceptable Loss,R,0,TEO BUGBEE,‘An Acceptable Loss’ Review: Conspiracy Drives a Nuclear Attack in a Rote Thriller,2019-01-17,2019-01-18
233,I Hate Kids,PG-13,0,GLENN KENNY,‘I Hate Kids’ Review: A Father-Son Comedy With Few Charms,2019-01-17,2019-01-18
234,Adult Life Skills,,0,JEANNETTE CATSOULIS,"‘Adult Life Skills’ Review: In a Shed, and Out of Time",2019-01-17,2019-01-18
235,Fyre,,0,WESLEY MORRIS,‘Fyre’ and ‘Fyre Fraud’ Reviews: Behind the Scenes of a Music Festival Fiasco,2019-01-16,2019-01-18
236,The Heiresses,,1,A.O. SCOTT,‘The Heiresses’ Review: A Surprising Drama of Status and Sexuality,2019-01-15,
237,The Last Laugh,,0,JASON BAILEY,‘The Last Laugh’ Review: A Mawkish Attempt at an Old Kind of Schtick,2019-01-15,2019-01-11
238,What Is Democracy?,,0,BEN KENIGSBERG,"‘What Is Democracy?’ Review: Going Back to Greece, Documentary Asks Who Rules",2019-01-15,2019-01-16
239,And Breathe Normally,,0,CANDICE FREDERICK,‘And Breathe Normally’ Review: A Drama That Humanizes the Border,2019-01-10,2019-01-04
240,A Dog's Way Home,PG,0,GLENN KENNY,‘A Dog’s Way Home’ Review: A Trek to Pull the Heartstrings,2019-01-10,2019-01-11
241,Perfect Strangers,,0,GLENN KENNY,‘Perfect Strangers’ Review: A Dare Makes an Intimate Party Too Intimate,2019-01-10,
242,Ashes in the Snow,,0,BEN KENIGSBERG,‘Ashes in the Snow’ Review: A Labor in Siberia,2019-01-10,2019-01-11
243,Pledge,Not Rated,0,JEANNETTE CATSOULIS,‘Pledge’ Review: Don’t Haze Me Because I’m Different,2019-01-10,2019-01-11
244,The Upside,PG-13,0,JEANNETTE CATSOULIS,‘The Upside’ Review: A Billionaire and His Buddy Find Reasons to Be Cheerful,2019-01-09,2019-01-11
245,Touch Me Not,,0,A.O. SCOTT,‘Touch Me Not’ Review: Our Bodies Examined,2019-01-09,2019-01-11
246,The Aspern Papers,R,0,MANOHLA DARGIS,"‘The Aspern Papers’ Review: A Dead Poet’s Society, Once Removed",2019-01-09,2019-01-11
247,Lionheart,,0,BEN KENIGSBERG,‘Lionheart’ Review: Netflix Goes to Nollywood,2019-01-08,
248,Newly Single,,0,MARTIN TSAI,‘Newly Single’ Review: A Breakup Leaves a Director Directionless,2019-01-04,2018-12-07
249,Grave of the Fireflies,Not Rated,1,GLENN KENNY,‘Grave of the Fireflies’ Review: A Pioneering Animated Classic,2019-01-03,1989-07-26
250,The Venerable W.,,1,GLENN KENNY,‘The Venerable W.’ Review: A Buddhist Monk Preaches Hate,2019-01-03,2019-01-04
251,Escape Room,PG-13,0,GLENN KENNY,"‘Escape Room’ Review: Puzzle Your Way Out, or You’re Dead",2019-01-03,2019-01-04
252,State Like Sleep,,0,TEO BUGBEE,‘State Like Sleep’ Review: A Suspicious Suicide Drives This Suffocating Thriller,2019-01-03,2019-01-04
253,The Vanishing,R,0,JEANNETTE CATSOULIS,"‘The Vanishing’ Review: To the Lighthouse, and Into Temptation",2019-01-03,2019-01-04
254,Rust Creek,R,0,JEANNETTE CATSOULIS,‘Rust Creek’ Review: A Woman Is Stranded in the Backwoods of Kentucky. What Could Go Wrong?,2019-01-03,2019-01-04
255,Genesis 2.0,,0,BEN KENIGSBERG,‘Genesis 2.0’ Review: How to Clone a Mammoth,2019-01-01,2019-01-02
256,Stan & Ollie,PG,0,JASON ZINOMAN,"‘Stan & Ollie’ Review: Laurel and Hardy, a Double Act as Romance",2018-12-27,
257,The 20th Annual Animation Show of Shows,,0,JEANNETTE CATSOULIS,"‘The 20th Annual Animation Show of Shows’ Review: A Charming, Safe Collection",2018-12-27,
258,Struggle: The Life and Lost Art of Szukalski,,0,KAREN HAN,‘Struggle: The Life and Lost Art of Szukalski’ Review: A Sharp Look at a Tangled Legacy,2018-12-26,2018-12-21
259,Holmes & Watson,PG-13,0,BEN KENIGSBERG,"‘Holmes & Watson’ Review: Will Ferrell, John C. Reilly and the Dull Routine of Bromance",2018-12-25,2018-12-25
260,Destroyer,R,1,MANOHLA DARGIS,‘Destroyer’ Review: A Very Good Nicole Kidman Plays a Very Bad Woman,2018-12-24,2018-12-25
261,Bad Seeds,,0,SCOTT TOBIAS,‘Bad Seeds’ Review: A Scam Artist Teaches From the School of Life,2018-12-24,
262,On the Basis of Sex,PG-13,0,A.O. SCOTT,‘On the Basis of Sex’ Review: How Ruth Bader Ginsburg Became ‘Notorious’,2018-12-24,2018-12-25
263,Cold War,R,1,MANOHLA DARGIS,‘Cold War’ Review: Love Without Borders,2018-12-20,2018-12-21
264,Welcome to Marwen,PG-13,0,A.O. SCOTT,‘Welcome to Marwen’ Review: Playing With Toys and Putting Away Childish Things,2018-12-20,2018-12-21
265,Avicii: True Stories,Not Rated,0,BEN KENIGSBERG,"‘Avicii: True Stories’ Review: The Arc of Fame, Cut Short",2018-12-20,2018-12-14
266,American Renegades,PG-13,0,BEN KENIGSBERG,‘American Renegades’ Review: Navy SEALs Plan a Caper,2018-12-20,
267,Between Worlds,R,0,JEANNETTE CATSOULIS,‘Between Worlds’ Review: Supernatural Sex? Nicolas Cage Is Game.,2018-12-20,
268,The Last Resort,,0,GLENN KENNY,‘The Last Resort’ Review: A Photographer’s Paradise Lost,2018-12-20,
269,Second Act,PG-13,0,WESLEY MORRIS,‘Second Act’ Review: Jennifer Lopez Deserves Better,2018-12-19,2018-12-21
270,Aquaman,PG-13,0,WESLEY MORRIS,‘Aquaman’ Review: Our Hero Swims. His Movie Sinks.,2018-12-19,2018-12-21
271,Bumblebee,PG-13,1,GLENN KENNY,"‘Bumblebee’ Review: Finally, a ‘Transformers’ Movie That’s Actually Good",2018-12-18,2018-12-21
272,Mary Poppins Returns,PG,0,MANOHLA DARGIS,‘Mary Poppins Returns’ Review: A Truck Full of Sugar Can’t Make This Uplift Go Down,2018-12-18,2018-12-19
273,The American Meme,,0,KYLE TURNER,"‘The American Meme’ Review: For Influencers, Social Media Is Only Skin Deep",2018-12-18,
274,Vice,R,0,A.O. SCOTT,‘Vice’ Review: Dick Cheney and the Negative Great Man Theory of History,2018-12-17,2018-12-25
275,Capernaum,R,1,A.O. SCOTT,‘Capernaum’ Review: A Heartbreaking and Defiant Look at a Boy’s Life in Beirut,2018-12-13,2018-12-14
276,Ghostbox Cowboy,,1,GLENN KENNY,‘Ghostbox Cowboy’ Review: An Absurd Entrepreneur Is Lost in Asia,2018-12-13,2018-12-14
277,"Lots of Kids, a Monkey and a Castle",,1,GLENN KENNY,"‘Lots of Kids, a Monkey and a Castle’ Review: She Wanted Three Things in Life",2018-12-13,2018-12-14
278,Dead Souls,,1,BILGE EBIRI,‘Dead Souls’ Review: Forgotten Victims of Mao’s Camps Speak,2018-12-13,2018-12-14
279,The House That Jack Built,R,0,WESLEY MORRIS,"‘The House That Jack Built’ Review: Sick, Violent and a Total Bore",2018-12-13,2018-12-14
280,The Mule,R,0,MANOHLA DARGIS,‘The Mule’ Review: Clint Eastwood’s Very Strange Drug Trip,2018-12-13,2018-12-14
281,Martyr,,0,WESLEY MORRIS,‘Martyr’ Review: Tight Bonds and Isolation in Beirut,2018-12-13,
282,Mortal Engines,PG-13,0,BEN KENIGSBERG,‘Mortal Engines’ Review: London Becomes a Death Star on Wheels,2018-12-13,2018-12-14
283,Never-Ending Man: Hayao Miyazaki,,0,GLENN KENNY,"‘Never-Ending Man: Hayao Miyazaki’ Review: Animation Giant, Retired and Restless",2018-12-13,2018-12-14
284,That Way Madness Lies...,,0,GLENN KENNY,"‘That Way Madness Lies …’ Review: A Terrifying True Story, Ordinarily Told",2018-12-13,2018-12-14
285,Bird Box,R,0,AISHA HARRIS,‘Bird Box’ Review: The End of the World Is Riveting. Sometimes.,2018-12-13,2018-12-21
286,If Beale Street Could Talk,R,1,MANOHLA DARGIS,‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,2018-12-12,2018-12-25
287,Spider-Man: Into the Spider-Verse,PG,1,A.O. SCOTT,‘Spider-Man: Into the Spider-Verse’ Review: A Fresh Take on a Venerable Hero,2018-12-12,2018-12-14
288,The World Is Yours,,0,ELISABETH VINCENTELLI,‘The World Is Yours’ Review: Isabelle Adjani Revitalizes the Comic Caper,2018-12-11,
289,Vox Lux,R,1,MANOHLA DARGIS,‘Vox Lux’ Review: An Apocalyptic Star Is Born,2018-12-06,2018-12-07
290,The Party's Just Beginning,,1,GLENN KENNY,‘The Party’s Just Beginning’ Review: Loss and Love in Inverness,2018-12-06,2018-12-07
291,Divide and Conquer: The Story of Roger Ailes,,1,BEN KENIGSBERG,‘Divide and Conquer: The Story of Roger Ailes’ Review: Portrait of a News Exec,2018-12-06,2018-12-07
292,Mary Queen of Scots,R,0,A.O. SCOTT,"‘Mary Queen of Scots’ Review: Sexy, Spirited and Almost Convincing",2018-12-06,2018-12-07
293,Asher,R,0,GLENN KENNY,‘Asher’ Review: An Aging Hit Man Finds Love,2018-12-06,2018-12-07
294,Bitter Melon,,0,BEN KENIGSBERG,‘Bitter Melon’ Review: Filipino-American Brothers Go Home for the Holidays,2018-12-06,2018-12-07
295,Swimming with Men,,0,TEO BUGBEE,‘Swimming With Men’ Review: An Amiable Look at Aging Bodies,2018-12-06,2018-12-07
296,The Great Pretender,,0,GLENN KENNY,‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,2018-12-06,2018-12-06
297,Amazing Grace,,1,WESLEY MORRIS,‘Amazing Grace’ Review: Aretha Franklin Is Glorious in a Rousing Concert Film,2018-12-05,
298,Ben Is Back,R,1,A.O. SCOTT,‘Ben Is Back’ Review: A Mother and Son Face the Horrors of Addiction,2018-12-05,2018-12-07
299,Dumplin',PG-13,0,MANOHLA DARGIS,Review: ‘Dumplin’’ Shares an Ordinary Girl’s Truth,2018-12-05,2018-12-07
300,Tyrel,,1,BILGE EBIRI,‘Tyrel’ Review: Drowning in a Whirlpool of Drunken Dudes,2018-12-04,2018-12-05
301,The Charmer,,1,WESLEY MORRIS,‘The Charmer’ Review: Desperate Man Seeks Willing Lover. Watch Out.,2018-12-04,2018-12-05
302,Head Full of Honey,PG-13,0,BILGE EBIRI,‘Head Full of Honey’ Review: Alzheimer’s Gets the Wacky Grandpa Treatment,2018-11-30,
303,Happy as Lazzaro,PG-13,1,A.O. SCOTT,‘Happy as Lazzaro’ Review: This Modern Fairy Tale Is an Instant Classic,2018-11-29,2018-11-30
304,United Skates,,1,TEO BUGBEE,‘United Skates’ Review: A Rallying Cry for Black Roller Skating Culture,2018-11-29,2018-11-30
305,Mirai,PG,1,BILGE EBIRI,‘Mirai’ Review: A Charming Animated Trip Into a Family’s Past,2018-11-29,
306,Sicilian Ghost Story,,1,JEANNETTE CATSOULIS,‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime,2018-11-29,2018-11-30
307,Electro-Pythagorus: A Portrait of Martin Bartlett,,1,GLENN KENNY,‘Electro-Pythagorus’ Review: An Experimental Look at an Innovator,2018-11-29,2018-11-30
308,The Possession of Hannah Grace,R,0,TEO BUGBEE,‘The Possession of Hannah Grace’ Review: A Demon Makes for a Noisy Corpse,2018-11-29,2018-11-30
309,Anna and the Apocalypse,R,0,MANOHLA DARGIS,"‘Anna and the Apocalypse’ Review: They Sing, Dance and Get Eaten",2018-11-29,
310,DriverX,,0,BEN KENIGSBERG,‘DriverX’ Review: Behind the Wheel and Ready for Anything,2018-11-29,2018-11-30
311,People's Republic of Desire,,0,KEN JAWOROWSKI,‘People’s Republic of Desire’ Review: A Virtual Craze Makes Actual Cash,2018-11-29,2018-11-30
312,The Mercy,,0,JEANNETTE CATSOULIS,"‘The Mercy’ Review: Sailing Around the World, or Maybe Not",2018-11-29,2018-11-30
313,Song of Back and Neck,,0,BEN KENIGSBERG,‘Song of Back and Neck’ Review: A Painful Comedy About Pain,2018-11-29,
314,Elliot the Littlest Reindeer,PG,0,BEN KENIGSBERG,‘Elliot: The Littlest Reindeer’ Review: A Miniature Horse Hoofs His Way to the Top,2018-11-29,2018-11-30
315,Mowgli: Legend of the Jungle,PG-13,0,GLENN KENNY,‘Mowgli: Legend of the Jungle’ Review: A Boy and His Digitized Wolves,2018-11-28,2018-12-07
316,Rams,,1,GLENN KENNY,‘Rams’ Review: The Man Who Made Our Machines Beautiful,2018-11-27,2018-11-28
317,Shoplifters,R,1,MANOHLA DARGIS,"‘Shoplifters’ Review: A Family That Steals Together, Stays Together",2018-11-22,2018-11-23
318,Becoming Astrid,,1,JEANNETTE CATSOULIS,‘Becoming Astrid’ Review: A Children’s Author Finds Her Voice,2018-11-22,
319,Inquiring Nuns,Not Rated,1,GLENN KENNY,‘Inquiring Nuns’ Review: A Simple Question Yields Many Profound Answers,2018-11-22,2018-11-23
320,Invisible Hands,,1,JEANNETTE CATSOULIS,‘Invisible Hands’ Review: The Children Fueling Global Capitalism,2018-11-22,2018-11-23
321,Family in Transition,,0,KEN JAWOROWSKI,‘Family in Transition’ Review: A Parent Prepares for Change,2018-11-22,2018-11-23
322,Write When You Get Work,,0,JEANNETTE CATSOULIS,‘Write When You Get Work’ Review: Backstreet Boy Seeks Uptown Girl,2018-11-22,2018-11-23
323,The Favourite,R,1,A.O. SCOTT,‘The Favourite’ Review: Scheming for Power in a Kinky Palace Triangle,2018-11-21,2018-11-23
324,Roma,R,1,MANOHLA DARGIS,‘Roma’ Review: Alfonso Cuarón’s Masterpiece of Memory,2018-11-20,2018-12-14
325,Creed II,PG-13,1,A.O. SCOTT,‘Creed II’ Review: A Poignant Boxing Movie Blends Old and New,2018-11-20,2018-11-21
326,The World Before Your Feet,,1,BEN KENIGSBERG,"‘The World Before Your Feet’ Review: Walk a Mile — or 8,000 — in Another Man’s Shoes",2018-11-20,2018-11-21
327,Robin Hood,PG-13,0,GLENN KENNY,‘Robin Hood’ Review: A New Version Strains to Be Relevant,2018-11-20,2018-11-21
328,Las Sandinistas!,,0,BEN KENIGSBERG,‘¡Las Sandinistas!’ Review: Women Remember Revolution in Nicaragua,2018-11-20,2018-11-21
329,Ralph Breaks the Internet,PG,1,BILGE EBIRI,‘Ralph Breaks the Internet’ Review: Disney Gets Caught in the Web,2018-11-19,2018-11-21
330,At Eternity's Gate,PG-13,1,MANOHLA DARGIS,‘At Eternity’s Gate’ Review: An Exquisite Portrayal of van Gogh at Work,2018-11-15,2018-11-16
331,Green Book,PG-13,0,A.O. SCOTT,‘Green Book’ Review: A Road Trip Through a Land of Racial Clichés,2018-11-15,2018-11-21
332,Of Fathers and Sons,,0,BEN KENIGSBERG,‘Of Fathers and Sons’ Review: A Look at Terrorists in Training,2018-11-15,2018-11-16
333,Miss Dalí,,0,GLENN KENNY,‘Miss Dalí’ Review: A Disorienting Biography of Surrealist’s Sister,2018-11-15,2018-11-16
334,Instant Family,PG-13,0,GLENN KENNY,"‘Instant Family’ Review: The Adoption Option, Hollywood Style",2018-11-15,2018-11-16
335,The Last Race,,0,GLENN KENNY,‘The Last Race’ Review: Long Island’s Fading Car Craze,2018-11-15,2018-11-16
336,Mobile Homes,,0,BILGE EBIRI,‘Mobile Homes’ Review: Imogen Poots Gives a Riveting Performance,2018-11-15,2018-11-16
337,Jonathan,,0,BEN KENIGSBERG,‘Jonathan’ Review: Ansel Elgort as Two Brothers Sharing One Body,2018-11-15,2018-11-16
338,Under The Wire,R,0,JEANNETTE CATSOULIS,‘Under the Wire’ Review: Portrait of a War Reporter,2018-11-15,2018-11-16
339,Cam,,0,JEANNETTE CATSOULIS,‘Cam’ Review: The Techno-Perils of Online Performance,2018-11-15,2018-11-16
340,The Clovehitch Killer,,0,JEANNETTE CATSOULIS,‘The Clovehitch Killer’ Review: Unsolved Murders Haunt a Small Town,2018-11-15,2018-11-16
341,Widows,R,0,A.O. SCOTT,‘Widows’ Review: Viola Davis Commands the Screen in a Somber Heist Film,2018-11-15,2018-11-16
342,The Wild Boys,Not Rated,0,BILGE EBIRI,"‘The Wild Boys’ Review: Women as Boys, and Violence as Art",2018-11-14,
343,Shoah: Four Sisters,,1,BEN KENIGSBERG,‘Shoah: Four Sisters’ Review: Harrowing Tales of Survival in the Holocaust,2018-11-13,
344,Infinite Football,,1,GLENN KENNY,‘Infinite Football’ Review: Soccer and Other Existential Questions,2018-11-08,2018-11-09
345,Number 37,,1,JEANNETTE CATSOULIS,‘Number 37’ Review: A Grungy South African Thriller,2018-11-08,2018-11-09
346,Weightless,R,1,KEN JAWOROWSKI,"‘Weightless’ Review: A Look at Tough, Working-Class Lives",2018-11-08,2018-11-09
347,The Ballad of Buster Scruggs,R,1,A.O. SCOTT,‘The Ballad of Buster Scruggs’ Review: A Grim Western From the Coen Brothers,2018-11-08,2018-11-16
348,Fantastic Beasts: The Crimes of Grindelwald,PG-13,0,MANOHLA DARGIS,‘Fantastic Beasts: The Crimes of Grindelwald’ Review: Apocalypse Too Soon,2018-11-08,2018-11-16
349,Overlord,R,0,BILGE EBIRI,"‘Overlord’ Review: Old-Fashioned Nazi-Killing, With a Gory Twist",2018-11-08,2018-11-09
350,Outlaw King,R,0,MANOHLA DARGIS,‘Outlaw King’ Review: Bloody Medieval Times and Guts,2018-11-08,2018-11-09
351,The New Romantic,,0,TEO BUGBEE,‘The New Romantic’ Review: Experiments With Love and Money,2018-11-08,2018-11-09
352,Here and Now,R,0,AISHA HARRIS,"‘Here and Now’ Review: Jazz, Mortality and Sarah Jessica Parker",2018-11-08,2018-11-09
353,In a Relationship,,0,JEANNETTE CATSOULIS,‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,2018-11-08,
354,El Angel,,0,BEN KENIGSBERG,‘El Angel’ Review: Tracing a Sociopath’s Destiny,2018-11-08,2018-11-09
355,The Long Dumb Road,R,0,BEN KENIGSBERG,‘The Long Dumb Road’ Review: Jason Mantzoukas Dispenses Life Lessons,2018-11-08,2018-11-16
356,Postcards from London,,0,BILGE EBIRI,‘Postcards From London’ Review: Small Town Boy Becomes Big City Escort,2018-11-08,2018-11-09
357,Pimp,,0,JEANNETTE CATSOULIS,‘Pimp’ Review: Blaxploitation and Lesbian Love,2018-11-08,
358,Chef Flynn,,0,GLENN KENNY,‘Chef Flynn’ Review: A Gastronomic Wonder From Boy to Man,2018-11-08,2018-11-09
359,The Grinch,PG,0,GLENN KENNY,‘Dr. Seuss’ The Grinch’ Review: Pointy-Headed and Pointless,2018-11-07,2018-11-09
360,The Girl in the Spider's Web: A New Dragon Tattoo Story,R,0,MANOHLA DARGIS,"‘The Girl in the Spider’s Web’ Review: Lisbeth Salander, Blunted in Tooth and Claw",2018-11-07,2018-11-09
361,Narcissister Organ Player,,0,BEN KENIGSBERG,Review: ‘Narcissister Organ Player’ (Partly) Unveils an Artist,2018-11-06,2018-11-07
362,The Front Runner,R,0,A.O. SCOTT,Review: A Sex Scandal Upends a Campaign in ‘The Front Runner’,2018-11-05,2018-11-21
363,Nobody's Fool,R,0,GLENN KENNY,Review: Tyler Perry Turns Tiffany Haddish Loose in ‘Nobody’s Fool’,2018-11-02,2018-11-02
364,The Other Side of the Wind,R,1,MANOHLA DARGIS,Review: ‘The Other Side of the Wind’ Is Orson Welles’s Haunted Hall of Mirrors,2018-11-01,2018-11-02
365,A Private War,R,1,JEANNETTE CATSOULIS,Review: Marie Colvin Fights ‘A Private War’,2018-11-01,2018-11-16
366,Searching for Ingmar Bergman,,1,GLENN KENNY,"Review: ‘Searching for Ingmar Bergman,’ a Misunderstood Artist",2018-11-01,2018-11-02
367,Maria by Callas,PG,1,BEN KENIGSBERG,Review: Demystifying a Diva in ‘Maria by Callas’,2018-11-01,2018-11-02
368,Bodied,R,1,JEANNETTE CATSOULIS,"Review: ‘Bodied,’ a Shockingly Funny Battle Rap Satire",2018-11-01,2018-11-02
369,The Grief of Others,,1,BILGE EBIRI,"Review: In ‘The Grief of Others,’ Mourning Becomes Eclectic",2018-11-01,
370,They'll Love Me When I'm Dead,,0,MANOHLA DARGIS,Review: ‘They’ll Love Me When I’m Dead’ Documents Orson Welles’s Last Film,2018-11-01,2018-11-02
371,9 Fingers,,0,GLENN KENNY,"Review: ‘9 Fingers,’ a Gangster Tale, Is Missing More Than a Digit",2018-11-01,2018-11-02
372,Kailash,,0,BEN KENIGSBERG,"Review: In ‘The Price of Free,’ Saving Children Who Are Factory Slaves",2018-11-01,2018-11-02
373,Marfa Girl 2,,0,BILGE EBIRI,"Review: ‘Marfa Girl 2,’ Larry Clark’s Sequel to One of His Least-Known Films",2018-11-01,
374,Distant Constellation,,0,BEN KENIGSBERG,Review: A ‘Distant Constellation’ Where Little Is Illuminated,2018-11-01,
375,Daughters of the Sexual Revolution: The Untold Story of the Dallas Cowboys Cheerleaders,,0,JEANNETTE CATSOULIS,"Review: In ‘Daughters of the Sexual Revolution,’ Pompoms and Patriotism",2018-11-01,2018-11-02
376,The Nutcracker and the Four Realms,PG,0,AISHA HARRIS,Review: ‘The Nutcracker and the Four Realms’ Is Fine and Forgettable,2018-10-31,2018-11-02
377,Boy Erased,R,0,A.O. SCOTT,"Review: In ‘Boy Erased,’ a Young Man Struggles With Faith and Sexuality",2018-10-31,2018-11-02
378,Bohemian Rhapsody,PG-13,0,A.O. SCOTT,‘Bohemian Rhapsody’ Review: Another One Bites the Dust,2018-10-30,2018-11-02
379,Burning,Not Rated,1,MANOHLA DARGIS,"Review: In ‘Burning,’ Love Ignites a Divided World",2018-10-25,2018-11-09
380,"A Bread Factory, Part One",,1,BILGE EBIRI,"Review: In ‘A Bread Factory,’ Local Artists Face Off Against the World",2018-10-25,2018-10-26
381,"A Bread Factory, Part Two",,1,BILGE EBIRI,"Review: In ‘A Bread Factory,’ Local Artists Face Off Against the World",2018-10-25,2018-10-26
382,"Monrovia, Indiana",,1,A.O. SCOTT,"Review: ‘Monrovia, Indiana’ Is a Sharp, Lyrical Look at Small-Town America",2018-10-25,2018-10-26
383,Border,R,1,GLENN KENNY,Review: Sniffing Out Guilt in a Strangely Engaging ‘Border’,2018-10-25,2018-10-26
384,Shirkers,,1,JEANNETTE CATSOULIS,"Review: In ‘Shirkers,’ Stolen Footage and Dashed Dreams",2018-10-25,2018-10-26
